283.15,1,1,1,1,0.85,0.0,8e-08,2e-08,1.38e-08,2.5e-08,4.75e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.8,0.0,8e-08,2e-08,1.38e-08,2.5e-08,4.75e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.7,0.0,8e-08,2e-08,1.38e-08,2.5e-08,4.75e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.65,0.0,8e-08,2e-08,1.38e-08,2.5e-08,4.75e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.6,0.0,8e-08,2e-08,1.38e-08,2.5e-08,4.75e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.55,0.0,8e-08,2e-08,1.38e-08,2.5e-08,4.75e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.5,0.0,8e-08,2e-08,1.38e-08,2.5e-08,4.75e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.45,0.0,8e-08,2e-08,1.38e-08,2.5e-08,4.75e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.35,0.0,8e-08,2e-08,1.38e-08,2.5e-08,4.75e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.25,0.0,8e-08,2e-08,1.38e-08,2.5e-08,4.75e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.85,0.0,7.200000000000001e-08,1.8000000000000002e-08,1.242e-08,2.25e-08,4.275e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.8,0.0,7.200000000000001e-08,1.8000000000000002e-08,1.242e-08,2.25e-08,4.275e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.7,0.0,7.200000000000001e-08,1.8000000000000002e-08,1.242e-08,2.25e-08,4.275e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.65,0.0,7.200000000000001e-08,1.8000000000000002e-08,1.242e-08,2.25e-08,4.275e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.6,0.0,7.200000000000001e-08,1.8000000000000002e-08,1.242e-08,2.25e-08,4.275e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.55,0.0,7.200000000000001e-08,1.8000000000000002e-08,1.242e-08,2.25e-08,4.275e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.5,0.0,7.200000000000001e-08,1.8000000000000002e-08,1.242e-08,2.25e-08,4.275e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.45,0.0,7.200000000000001e-08,1.8000000000000002e-08,1.242e-08,2.25e-08,4.275e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.35,0.0,7.200000000000001e-08,1.8000000000000002e-08,1.242e-08,2.25e-08,4.275e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.25,0.0,7.200000000000001e-08,1.8000000000000002e-08,1.242e-08,2.25e-08,4.275e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.85,0.0,6.480000000000001e-08,1.6200000000000003e-08,1.1178000000000001e-08,2.025e-08,3.8475000000000005e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.8,0.0,6.480000000000001e-08,1.6200000000000003e-08,1.1178000000000001e-08,2.025e-08,3.8475000000000005e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.7,0.0,6.480000000000001e-08,1.6200000000000003e-08,1.1178000000000001e-08,2.025e-08,3.8475000000000005e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.65,0.0,6.480000000000001e-08,1.6200000000000003e-08,1.1178000000000001e-08,2.025e-08,3.8475000000000005e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.6,0.0,6.480000000000001e-08,1.6200000000000003e-08,1.1178000000000001e-08,2.025e-08,3.8475000000000005e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.55,0.0,6.480000000000001e-08,1.6200000000000003e-08,1.1178000000000001e-08,2.025e-08,3.8475000000000005e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.5,0.0,6.480000000000001e-08,1.6200000000000003e-08,1.1178000000000001e-08,2.025e-08,3.8475000000000005e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.45,0.0,6.480000000000001e-08,1.6200000000000003e-08,1.1178000000000001e-08,2.025e-08,3.8475000000000005e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.35,0.0,6.480000000000001e-08,1.6200000000000003e-08,1.1178000000000001e-08,2.025e-08,3.8475000000000005e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.25,0.0,6.480000000000001e-08,1.6200000000000003e-08,1.1178000000000001e-08,2.025e-08,3.8475000000000005e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.85,0.0,5.832000000000001e-08,1.4580000000000002e-08,1.0060200000000001e-08,1.8225000000000003e-08,3.4627500000000004e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.8,0.0,5.832000000000001e-08,1.4580000000000002e-08,1.0060200000000001e-08,1.8225000000000003e-08,3.4627500000000004e-08,0.0,0.0,0.0,4,4,4,4,4,0
283.15,1,1,1,1,0.7,0.0,5.832000000000001e-08,1.4580000000000002e-08,1.0060200000000001e-08,1.8225000000000003e-08,3.4627500000000004e-08,0.0,0.0,0.0,4,4,4,4,4,0
